أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن دينار البغدادي الدارقطني (المتوفى : 385هـ)	أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن دينار البغدادي الدارقطني (المتوفى: 385هـ)	y
أبو العباس أحمد بن محمد بدر الدين ابن محمد شمس الدين ابن علي نور الدين ابن حجر الهيتمي	أحمد بن علي بن حجر	n
أبو المعالي الجويني الملقب بإمام الحرمين (المتوفى: 478هـ)	عبد الملك بن عبد الله بن يوسف الجويني أبو المعالي	y
محمد بن علي الصابوني	محمد علي الصابوني	y
أبو العباس أحمد بن محمد بدر الدين ابن محمد شمس الدين ابن علي نور الدين ابن حجر الهيتمي	أحمد بن محمد بن علي بن حجر الهيتمي أبو العباس	y
آل تيمية [بدأ بتصنيفها الجد: مجد الدين عبد السلام بن تيمية (ت: 652هـ)، وأضاف إليها الأب،: عبد الحليم بن تيمية (ت: 682هـ)، ثم أكملها الابن الحفيد: أحمد بن تيمية (728هـ)]	تقي الدين أحمد بن عبد السلام بن عبد الحليم بن عبد السلام بن تيمية	n
أبو الفرج عبد الرحمن بن الجوزي الحنبلي	عبد الرحمن بن علي بن الجوزي	y
أحمد بن الحسين بن علي بن موسى الخسروجردي الخراساني، أبو بكر البيهقي (المتوفى: 458هـ)	الحافظ الامام أبو بكر أحمد بن الحسين بن علي بن موسى أبو أحمد. البيهقي. الخسروجردي	y
أبو الفرج عبد الرحمن بن علي الجوزي	جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى: 597هـ)	y
عبد الرحمن بن علي بن الجوزي	عبد الرحمن بن علي بن محمد أبو الفرج	y
أبو الفرج عبد الرحمن بن علي بن محمد بن علي بن عبيد الله بن عبد الله بن هادي بن أحمد بن محمد بن جعفر الجوزي	عبد الرحمن بن علي بن محمد الجوزي	y
أبو الفضل جلال الدين عبد الرحمن أبي بكر السيوطي	جلال الدين أبي الفضل عبد الرحمن السيوطي	y
أبو بكر أحمد بن علي بن ثابت الخطيب البغدادي	أحمد بن علي بن ثابت الخطيب البغدادي	y
أبو القاسم عبد الله بن محمد بن عبد العزيز البغوي	البغوي	n
أبو العباس، شهاب الدين، أحمد بن يوسف بن عبد الدائم المعروف بالسمين الحلبي (المتوفى: 756هـ)	الحلبي	n
أبو بكر أحمد بن الحسين البيهقي	أحمد بن الحسين البيهقي أبو بكر	y
أبو الحسين عبد الباقي بن قانع بن مرزوق بن واثق الأموي بالولاء البغدادي (المتوفى: 351هـ)	البغدادي	n
أبو بكر عبد الله ابن الشيخ أبي منصور محمد ابن الشيخ الكبير أبي الحسين أحمد بن محمد بن عبد الله بن النقور البغدادي، البزاز (المتوفى: 565هـ)	أحمد محمد عبد الله	n
أبو القاسم حمزة بن يوسف بن إبراهيم السهمي القرشي الجرجاني (المتوفى: 427هـ)	حمزة بن يوسف السهمي	y
أبو الحسن علي بن محمد الماوردي الشافعي	أبو الحسن علي بن محمد بن حبيب البصري البغدادي الماوردي	y
أبي الفضل زين الدين عبد الرحيم بن الحسين العراقي	عبد الرحيم العراقي	y
أبو بكر أحمد بن موسى بن مردويه بن فورك بن موسى بن جعفر الأصبهاني (المتوفى : 410هـ)	الأصبهاني	n
أحمد بن عمرو بن أبي عاصم الضحاك أبو بكر	أحمد بن عمرو بن الضحاك أبو بكر الشيباني	y
عبد الرحمن بن إسماعيل بن إبراهيم	عبد الرحمن بن إسماعيل بن إبراهيم المقدسي أبو شامة	y
أبو اسحاق إبراهيم بن علي الشيرازي (المتوفى: 476هـ)	إبراهيم بن علي بن يوسف الفيروزآبادي الشيرازي أبو إسحاق	y
أبو القاسم علي بن الحسن بن هبة الله المعروف بابن عساكر (المتوفى : 571هـ)	علي بن الحسن بن هبة الله أبو القاسم	y
أبو بكر بن أبي شيبة، عبد الله بن محمد بن إبراهيم بن عثمان بن خواستي العبسي (المتوفى: 235هـ)	أبي بكر عبد الله بن محمد بن أبي شيبة	y
أبو بكر بن علي بن محمد الحدادي العبادي اليمني - الزبيدي (المتوفى : 800هـ)	الزبيدي	n
أبو الفرج عبد الرحمن بن علي الجوزي	جمال الدين أبي الفرج عبد الرحمن بن الجوزي	y
الحافظ أبو الفضل جلال الدين عبد الرحمن ابن أبي بكر السيوطي	جلال الدين السيوطي	y
أبو الحسن الدارقطني	علي بن عمر أبو الحسن الدارقطني البغدادي	y
عبد الله بن سليمان الأشعث	عبد الله بن سليمان الأشعث أبو بكر	y
أبو العباس الحسن بن سفيان بن عامر بن عبد العزيز بن النعمان بن عطاء الشيباني الخراساني الفسوي (المتوفى : 303هـ)	الحسن بن سفيان النسوي	y
آية الله العظمى السيد محمد سعيد الطباطبائي الحكيم	السيد الطباطبائي	m
أبو إسحاق إبراهيم بن إسحاق بن إبراهيم بن بشير البغدادي الحربي (المتوفى: 285هـ)	أبو إسحاق إبراهيم بن إسحاق بن إبراهيم بن بشير بن عبد الله البغدادي الحربي (المتوفى: 285هـ)	y
أبو الفداء زين الدين قاسم بن قطلوبغا السودوني (نسبة إلى معتق أبيه سودون الشيخوني) الجمالي الحنفي (المتوفى: 879هـ)	زين الدين أبو العدل قاسم بن قطلوبغا السودوني (نسبة إلى معتق أبيه سودون الشيخوني) الجمالي الحنفي (المتوفى: 879هـ)	y
إبراهيم بن إسحاق الحربي أبو إسحاق	الحربي	y
أبو القاسم عبد الله بن محمد بن عبد العزيز البغوي	أبو القاسم عبد الله بن محمد بن عبد العزيز بن المرزبان بن سابور بن شاهنشاه البغوي (المتوفى: 317هـ)	y
أبو الوليد إسماعيل بن محمد بن عامر بن حبيب الحميري (المتوفى : نحو 440هـ)	الحميري	n
أبو أحمد الحسن بن عبد الله العسكري (المتوفى : 382هـ)	أبو أحمد الحسن بن عبد الله بن سعيد بن إسماعيل العسكري (المتوفى: 382هـ)	y
ابن حجر الهيتمي	الهيتمي	y
أبو العباس، أحمد بن عبد الله بن محمد، محب الدين الطبري (المتوفى: 694هـ)	الطبري	n
الحافظ أبو الفضل جلال الدين عبد الرحمن ابن أبي بكر السيوطي	جلال الدين أبي الفضل عبد الرحمن السيوطي	y
أبو القاسم الحسن بن بشر الآمدي (المتوفى: 370 هـ)	الآمدي	n
أحمد بن الحسين البيهقي	البيهقي	y
أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن دينار البغدادي الدارقطني (المتوفى : 385هـ)	علي بن عمر أبو الحسن الدارقطني البغدادي	y
زين الدين أبو الفضل عبد الرحيم بن الحسين العراقي	عبد الرحيم بن الحسين العراقي أبو الفضل	y
أبو الوليد محمد بن أحمد بن محمد بن أحمد بن رشد القرطبي الشهير بابن رشد الحفيد (المتوفى : 595هـ)	القرطبي	n
أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن دينار البغدادي الدارقطني (المتوفى : 385هـ)	البغدادي	n
أبو إسحاق إبراهيم بن إسحاق بن إبراهيم بن بشير البغدادي الحربي (المتوفى: 285هـ)	الحربي	y
أبو بكر أحمد بن الحسين بن علي بن موسى البيهقي	أحمد بن الحسين البيهقي أبو بكر	y
أبو الفضل عبد الرحيم بن الحسين العراقي	عبد الرحيم العراقي	y
(اختصار وتحقيق) محمد علي الصابوني	محمد بن علي الصابوني	y
الطبراني	سليمان بن أحمد الطبراني أبو القاسم	y
أبو إسحاق إبراهيم بن حرب العسكري، السمسار (المتوفى: بعد 282هـ)	العسكري	m
أبو الحسن عبيد الله بن محمد عبد السلام بن خان محمد بن أمان الله بن حسام الدين الرحماني المباركفوري (المتوفى: 1414هـ)	المباركفوري	n
أبو الفرج عبد الرحمن بن علي بن محمد القرشي	أبو الفرج عبد الرحمن بن علي بن محمد بن علي بن الجوزي	y
أحمد بن عبد الله العمري	شمس الدين أبي عبد الله محمد بن أحمد ابن سعيد النابلسي الدمشقي، الحلبي، المقدسي، المكي الحنبلي (المتوفى: 855هـ)	n
- :: ناصر بن عبد الكريم العقل	د. ناصر بن عبد الكريم العقل	y
أبو الفضائل الحسن بن حيدر بن علي القرشي	علي حيدر	n
أبو المجد اسعد بن إبراهيم الشيباني الإربلي المعروف بمجد الدين النشابي الكاتب (المتوفى: 657هـ)	الشيباني	n
جلال الدين أبي الفضل عبد الرحمن السيوطي	جلال الدين السيوطي	y
أبو القاسم، محمد بن أحمد بن محمد بن عبد الله، ابن جزي الكلبي الغرناطي (المتوفى: 741هـ)	محمد بن أحمد بن جزي الكلبي الغرناطي	y
صديق بن حسن القنوجي	محمد صديق حسن خان القنوجي	y
أبو الخير محمد بن عبد الرحمن بن محمد السخاوي	شمس الدين أبو الخير محمد بن عبد الرحمن بن محمد بن أبي بكر بن عثمان بن محمد السخاوي (المتوفى: 902هـ)	y
أبو بكر بن أبي داود، عبد الله بن سليمان بن الأشعث الأزدي السجستاني (المتوفى: 316هـ)	سليمان بن الأشعث السجستاني أبو داود	m
أبو المعالي عبد الملك بن عبد الله بن يوسف الجويني	عبد الملك بن عبد الله بن يوسف الجويني	y
أبو الفرج عبد الرحمن ابن الجوزي	ابن الجوزي	y
السيوطي	جلال الدين أبي الفضل عبد الرحمن السيوطي	y
أبو العباس أحمد بن محمد بن عيسى بن الأزهر البرتي البغدادي القاضي الحنفي (المتوفى: 280هـ)	البغدادي	n
سليمان بن أحمد الطبراني أبو القاسم	سليمان بن أحمد بن أيوب الطبراني أبو القاسم	y
علي بن عمر أبو الحسن الدارقطني	علي بن عمر بن أحمد الدارقطني	y
أبو الفرج عبد الرحمن بن علي بن محمد القرشي	جمال الدين أبي الفرج عبد الرحمن ابن الجوزي	y
أحمد بن الحسين بن علي بن موسى الخسروجردي الخراساني، أبو بكر البيهقي (المتوفى : 458هـ)	البيهقي	y
أبو الفرج عبد الرحمن بن علي بن محمد بن علي بن الجوزي	عبد الرحمن بن علي بن محمد بن الجوزي أبو الفرج	y
أبو الفرج عبد الرحمن بن علي بن الجوزي	أبو الفرج عبد الرحمن بن علي بن محمد بن علي بن الجوزي	y
أحمد بن عمرو بن أبي عاصم الضحاك أبو بكر	عمرو بن أبي عاصم الضحاك الشيباني	y
علي بن عبد السلام بن علي، أبو الحسن التسولي (المتوفى: 1258هـ)	علي بن عبد السلام بن علي، أبو الحسن التسولي المالكي (المتوفى: 1258هـ)	y
أبو القاسم محمود بن عمر الزمخشري الخوارزمي	أبو القاسم محمود بن عمر بن محمد بن عمر الخوارزمي الزمخشري	y
جلال الدين أبي الفضل عبد الرحمن السيوطي	جلال الدين عبد الرحمن السيوطي	y
أحمد بن علي بن حجر العسقلاني أبو الفضل	أحمد بن علي بن محمد بن حجر العسقلاني	y
أبو الحسن علي بن عمر بن أحمد الدارقطني	علي بن عمر الدارقطني	y
أبي الفضل جلال الدين عبد الرحمن السيوطي	السيوطي	y
أبو إبراهيم إسماعيل بن يحيى المزني	إسماعيل بن يحيى بن إسماعيل، أبو إبراهيم المزني (المتوفى: 264هـ)	y
أبو الفداء إسماعيل بن عمر بن كثير القرشي البصري ثم الدمشقي (المتوفى: 774هـ)	أبو الفداء إسماعيل بن عمر بن كثير القرشي الدمشقي (المتوفى : 774هـ)	y
أبو المحاسن يوسف بن موسى الحنفي	يوسف بن موسى بن محمد، أبو المحاسن جمال الدين الملطي الحنفي (المتوفى: 803هـ)	y
أحمد بن عمرو بن أبي عاصم الشيباني أبو بكر	الضحاك	y
أحمد بن علي العسقلاني أبو الفضل	أحمد بن علي بن محمد بن حجر العسقلاني	y
أبو الفضائل محمد بن علي بن نظيف الحموي	الحموي	n
[ينسب لـ] عبد الملك بن محمد بن إسماعيل أبو منصور الثعالبي (المتوفى: 429هـ)	عبد الملك بن محمد بن إسماعيل أبو منصور الثعالبي (المتوفى: 429 هـ)	y
أبو إسماعيل حماد بن إسحاق بن إسماعيل بن حماد بن زيد بن درهم الأزدي البغدادي المالكي (المتوفى: 267هـ)	البغدادي	n
أبو القاسم عبد الكريم بن هوازن القشيري	أبو القاسم عبد الكريم بن هوازن بن عبد الملك القشيري النيسابوري الشافعي	y
أبو الحسن علي بن عمر بن أحمد الدارقطني	علي بن عمر بن أحمد بن مهدي أبو الحسن الدارقطني البغدادي	y
أبو الفرج عبد الرحمن بن الجوزي الحنبلي	جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى: 597هـ) (منسوب خطأ في المطبوع لابن قيم الجوزية)	y
أبو بكر أحمد بن محمد بن هارون بن يزيد الخلال البغدادي (المتوفى : 311هـ)	البغدادي	n
أبو بكر بن أبي داود، عبد الله بن سليمان بن الأشعث الأزدي السجستاني (المتوفى: 316هـ)	عبد الله بن سليمان الأشعث أبو بكر	y
أبو بكر أحمد بن سلمان بن الحسن بن إسرائيل بن يونس النجاد (المتوفى: 348هـ)	أحمد بن سلمان النجاد أبو بكر	y
أحمد بن علي بن ثابت البغدادي أبو بكر	أحمد بن علي بن ثابت الخطيب البغدادي	y
ابن الجوزي	جمال الدين أبي الفرج عبد الرحمن بن الجوزي	y
أبو أحمد محمد بن أحمد بن حسين بن القاسم بن السري بن الغطريف بن الجهم العبدي الغطريفي الجرجاني (المتوفى: 377هـ)	محمد بن أحمد بن الغطريف الجرجاني	y
أبو الفرج عبد الرحمن بن أبي الحسن الجوزي	أبو الفرج عبد الرحمن بن علي الجوزي	y
ابن الخطيب	محمد بن قاسم بن يعقوب الأماسي الحنفي، محيي الدين، ابن الخطيب قاسم (المتوفى: 940هـ)	n
أبو الحسن علي بن بسام الشنتريني	أبو الحسن علي بن بسام الشنتريني (المتوفى: 542هـ)	y
أبو الفضل محمد بن طاهر المقدسي المعروف بابن القيسراني	أبو الفضل محمد بن طاهر بن علي بن أحمد المقدسي الشيباني، المعروف بابن القيسراني (المتوفى: 507هـ)	y
أبو البشر عمرو بن عثمان بن قنبر سيبويه	عمرو بن عثمان بن قنبر الحارثي بالولاء، أبو بشر، الملقب سيبويه (المتوفى: 180هـ)	y
أبو الفرج عبد الرحمن ابن الجوزي	عبد الرحمن بن علي بن محمد أبو الفرج	y
أبو بكر أحمد بن علي بن ثابت الخطيب البغدادي	أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463هـ)	y
أبو الحسين محمد بن المظفر (المتوفى: 379هـ)	محمد بن المظفر بن موسى بن عيسى، أبو الحسين البزاز البغدادي (المتوفى: 379هـ)	y
الزمخشري	جار الله الزمخشري	y
أبو بكر بن أبي داود، عبد الله بن سليمان بن الأشعث الأزدي السجستاني (المتوفى: 316هـ)	السجستاني	m
أبو القاسم الحسين بن محمد	أبو القاسم الحسين بن محمد المعروف بالراغب الأصفهانى (المتوفى: 502هـ)	y
أبي الفرج عبد الرحمن بن الجوزي	جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى: 597هـ) (منسوب خطأ في المطبوع لابن قيم الجوزية)	y
أبو الحسن الدارقطني	علي بن عمر بن أحمد بن مهدي أبو الحسن الدارقطني البغدادي	y
أبو بكر أحمد بن إبراهيم بن إسماعيل بن العباس بن مرداس الإسماعيلي الجرجاني (المتوفى: 371هـ)	الجرجاني	n
أبو اسحاق إبراهيم بن علي بن يوسف الشيرازي (المتوفى: 476هـ)	إبراهيم بن علي بن يوسف الشيرازي أبو إسحاق	y
أبو الفرج عبد الرحمن بن الجوزي الحنبلي	عبد الرحمن بن الجوزي أبو الفرج	y
أبو القاسم الحسن بن بشر الآمدي (المتوفى : 370هـ)	أبو القاسم الحسن بن بشر الآمدي (المتوفى: 370 هـ)	y
أبو الفضل عبد الرحيم بن الحسين العراقي	أبي الفضل زين الدين عبد الرحيم بن الحسين العراقي	y
أبو القاسم عبد الله بن محمد بن عبد العزيز بن المرزبان بن سابور بن شاهنشاه البغوي (المتوفى: 317هـ)	عبد الله بن محمد بن عبد العزيز بن المرزبان البغوي أبو القاسم	y
الهيثمي	علي بن أبي بكر الهيثمي	y
الصفدي	صلاح الدين خليل بن أيبك الصفدي	y
أبو الحسن ظهير الدين علي بن زيد البيهقي ، الشهير بابن فندمه (المتوفى : 565هـ)	البيهقي	n
أبو الفتح علي بن محمد بن الحسين البستي	علي بن محمد بن الحسين بن يوسف بن محمد بن عبد العزيز البستي، أبو الفتح (المتوفى: 400هـ)	y
أبو الفرج عبد الرحمن بن علي الجوزي	عبد الرحمن بن علي بن محمد بن الجوزي أبو الفرج	y
أبو بكر أحمد بن علي بن ثابت البغدادي الخطيب	أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463هـ)	y
شمس الدين أبو الخير محمد بن عبد الرحمن السخاوي (المتوفى : 902هـ)	شمس الدين أبو الخير محمد بن عبد الرحمن بن محمد بن أبي بكر بن عثمان بن محمد السخاوي (المتوفى: 902هـ)	y
أبو بكر الباقلاني محمد بن الطيب (المتوفى: 403هـ)	محمد بن الطيب الباقلاني	y
أحمد بن علي بن حجر العسقلاني	أحمد بن علي بن محمد بن حجر العسقلاني	y
أبو الحسن علي بن أبي الكرم محمد بن محمد الشيباني الجزري	ابن الأثير الجزري	y
أبو القاسم علي بن الحسن بن هبة الله المعروف بابن عساكر (المتوفى: 571هـ)	ثقة الدين، أبو القاسم علي بن الحسن بن هبة الله المعروف بابن عساكر (المتوفى: 571هـ)	y
أبو الليث نصر بن محمد بن أحمد بن إبراهيم السمرقندي (المتوفى: 373هـ)	السمرقندي	n
أبو العباس، شهاب الدين، ابن نعمة النابلسي، أحمد بن عبد الرحمن بن عبد المنعم بن نعمة بن سلطان بن سرور الحنبلي (المتوفى: 697هـ)	ابن شهاب	n
أبو البركات بدر الدين محمد بن محمد الغزي	بدر الدين، أبو البركات محمد بن محمد بن محمد الغزي (المتوفى: 984هـ)	y
أبو بكر أحمد بن محمد بن هارون بن يزيد الخلال	أبو بكر أحمد بن محمد بن هارون بن يزيد الخلال البغدادي (المتوفى : 311هـ)	y
أبو الفرج عبد الرحمن بن علي بن محمد بن علي بن الجوزي	جمال الدين أبي الفرج عبد الرحمن بن الجوزي	y
أبو الوليد محمد بن أحمد بن رشد القرطبي (المتوفى: 520هـ)	القرطبي	n
أبو العباس أحمد بن عبد السلام الجراوي التادلي	أبو العباس أحمد بن عبد السلام الجراوي التادلي (المتوفى: 609هـ)	y
أبو القاسم عبيد الله بن محمد بن أحمد بن جعفر البغدادي، السقطي (المتوفى: 406هـ)	البغدادي	n
أبو بشر محمد بن أحمد بن حماد بن سعيد بن مسلم الأنصاري الدولابي الرازي (المتوفى: 310هـ)	الرازي	n
أبو الحسن علي بن أحمد بن محمد بن علي الواحدي، النيسابوري، الشافعي (المتوفى : 468هـ)	الواحدي النيسابوري	y
أبو الحسن علي بن إسماعيل بن إسحاق بن سالم بن إسماعيل بن عبد الله بن موسى بن أبي بردة بن أبي موسى الأشعري (المتوفى: 324هـ)	علي بن إسماعيل بن أبي بشر الأشعري أبو الحسن	y
أبو العباس، عبد الله بن محمد المعتز بالله ابن المتوكل ابن المعتصم ابن الرشيد العباسي (المتوفى: 296هـ)	عبد الله بن محمد ابن المعتز العباسي (المتوفى: 296هـ)	y
أبو بكر عبد الرزاق بن همام بن نافع الحميري اليماني الصنعاني (المتوفى: 211هـ)	الحميري	n
ابو الفرج عبد الرحمن بن علي بن الجوزي	عبد الرحمن بن علي بن محمد بن الجوزي أبو الفرج	y
أبو الحسين أحمد بن فارس بن زكريا (المتوفى : 395هـ)	أحمد بن فارس بن زكريا بن محمد بن حبيب أبو الحسين الرازي	y
الحافظ أبو الفضل جلال الدين عبد الرحمن ابن أبي بكر السيوطي	السيوطي	y
أحمد بن عمرو بن الضحاك أبو بكر الشيباني	الضحاك	y
أبو الفرج عبد الرحمن بن علي بن محمد بن علي بن عبيد الله بن عبد الله بن هادي بن أحمد بن محمد بن جعفر الجوزي	ابن الجوزي	y
أحمد بن الحسين البيهقي	أحمد بن الحسين بن علي بن موسى أبو بكر البيهقي	y
أبو بشر محمد بن أحمد بن حماد بن سعيد بن مسلم الأنصاري الدولابي الرازي (المتوفى: 310هـ)	محمد بن أحمد الدولابي	y
أبو العباس شمس الدين أحمد بن محمد بن أبي بكر بن خلكان	ابن خلكان	y
أبو بكر أحمد بن إبراهيم الإسماعيلي	أبو بكر أحمد بن إبراهيم بن إسماعيل بن العباس بن مرداس الإسماعيلي الجرجاني (المتوفى: 371هـ)	y
أحمد بن علي أبو بكر الخطيب البغدادي	الخطيب البغدادي	y
أحمد بن علي بن ثابت البغدادي	أحمد بن علي بن ثابت الخطيب البغدادي أبو بكر	y
أبو بكر بن أبي داود السجستاني عبد الله بن بن سليمان بن الأشعث	السجستاني	m
أبو القاسم عبد الرحمن بن عمر بن نصر بن محمد الشيباني، السامري، ثم الدمشقي، البزاز (المتوفى: 410هـ)	الشيباني	n
أبو البركات محمد بن محمد بن محمد الغزي (المتوفى : 984هـ)	بدر الدين، أبو البركات محمد بن محمد بن محمد الغزي (المتوفى: 984هـ)	y
أبو الفضل جلال الدين عبد الرحمن أبي بكر السيوطي	السيوطي	y
أبو أحمد الحسن بن عبد الله بن سعيد بن إسماعيل العسكري (المتوفى: 382هـ)	الحسن بن أحمد بن عبد الله أبو علي	n
أبو البقاء العكبري	أبو البقاء عبد الله بن الحسين بن عبد الله العكبري (المتوفى: 616هـ)	y
علي بن عمر أبو الحسن الدارقطني البغدادي	علي بن عمر الدارقطني	y
أبو الحجاج مجاهد بن جبر التابعي المكي القرشي المخزومي (المتوفى: 104هـ)	مجاهد بن جبر المخزومي التابعي أبو الحجاج	y
أبو الحسين محمد بن المظفر بن موسى بن عيسى بن محمد البغدادي	البغدادي	n
أحمد بن الحسين البيهقي أبو بكر	أحمد بن الحسين بن علي بن موسى الخسروجردي الخراساني، أبو بكر البيهقي (المتوفى: 458هـ)	y
عبد الملك الجويني	عبد الملك بن عبد الله بن يوسف الجويني	y
أبو الفضل محمد بن طاهر المقدسي المعروف بابن القيسراني	محمد بن طاهر بن علي المقدسي أبو الفضل	y
جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى: 597هـ)	جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى: 597هـ) (منسوب خطأ في المطبوع لابن قيم الجوزية)	y
أ. د. سليمان بن إبراهيم بن محمد العايد	سليمان بن إبراهيم بن محمد العايد	y
أحمد بن محمد بن علي بن حجر الهيتمي أبو العباس	الهيتمي	y
أبو القاسم سليمان بن أحمد الطبراني	الطبراني	y
أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن دينار البغدادي الدارقطني (المتوفى: 385هـ)	علي بن عمر الدارقطني	y
أبو الحسين ابن أبي يعلى، محمد بن محمد (المتوفى: 526هـ)	محمد بن أبي يعلى أبو الحسين	m
أبو القاسم عبد الله بن محمد بن عبد العزيز بن المرزبان بن سابور بن شاهنشاه البغوي (المتوفى: 317هـ)	البغوي	n
أبو العباس محمد بن يزيد المبرد	محمد بن يزيد المبرد، أبو العباس (المتوفى : 285هـ)	y
أبو النضر سعيد بن أبي عروبة: مهران العدوي ـ ولاء ـ البصري (المتوفى : 156هـ)	أبو النضر سعيد بن أبي عروبة: مهران العدوي ـ ولاء ـ البصري (المتوفى: 156هـ)	y
هبة الله بن الحسن الطبري اللالكائي	هبة الله بن الحسن بن منصور اللالكائي أبو القاسم	y
أبو الفتح محمد بن الحسين بن أحمد بن عبد الله بن بريدة الموصلي الأزدي (المتوفى: 374هـ)	محمد بن الحسين الأزدي أبو الفتح	y
أبو بكر عبد الله بن محمد بن عبيد بن أبي الدنيا (المتوفى : 281هـ)	أبو بكر عبد الله بن محمد بن عبيد بن سفيان بن قيس البغدادي الأموي القرشي المعروف بابن أبي الدنيا (المتوفى: 281هـ)	y
أبو الفرج عبد الرحمن بن أبي الحسن الجوزي	عبد الرحمن بن علي بن محمد الجوزي	y
أبو بشر محمد بن أحمد بن حماد الدولابي	أبو بشر محمد بن أحمد بن حماد بن سعيد بن مسلم الأنصاري الدولابي الرازي (المتوفى: 310هـ)	y
أحمد بن الحسين البيهقي أبو بكر	البيهقي	y
أبو بكر أحمد بن الحسين بن علي بن موسى البيهقي	أحمد بن الحسين البيهقي	y
أبو بكر بن أبي عاصم وهو أحمد بن عمرو بن الضحاك بن مخلد الشيباني (المتوفى: 287هـ)	أحمد بن عمرو بن الضحاك أبو بكر الشيباني	y
أبو الفداء إسماعيل بن عمر بن كثير القرشي الدمشقي (المتوفى: 774هـ)	إسماعيل بن عمر بن كثير الدمشقي أبو الفداء	y
أبو الحسن علي بن عيسى بن علي بن عبد الله الرماني	علي بن عيسى بن علي بن عبد الله، أبو الحسن الرماني المعتزلي (المتوفى: 384هـ)	y
أبو بكر بن الحسين بن عمر، القرشي العبشمي الأموي العثماني، زين الدين، وكنيته أبو محمد ويقال اسمه (عبد الله) والمشهور (أبو بكر) المصري الشافعي المراغي (المتوفى: 816هـ)	أبو عبد الله المصري	m
أبو الفرج عبد الرحمن بن علي الجوزي	عبد الرحمن بن علي بن الجوزي	y
أحمد بن محمد بن علي بن حجر الهيتمي	الهيتمي	y
أحمد بن علي بن ثابت أبو بكر الخطيب البغدادي	أحمد بن علي بن ثابت البغدادي أبو بكر	y
أبو الفرج عبد الرحمن بن الجوزي	أبو الفرج عبد الرحمن بن الجوزي الحنبلي	y
