JK_003609	#0764.Safadi.WafiBiWafayat	الصفدي	صلاح الدين خليل بن أيبك الصفدي	NOTGIVEN	764	NA	الوافي بالوفيات	NA	الطبقات والتراجم :: الطبقات والوفيات :: كتب التاريخ	29	NA	الوافي بالوفيات	JK_003609	NA	NA	NA	NA	NA	NA	أحمد الأرناؤوط وتركي مصطفى	NA	NA	دار إحياء التراث	بيروت	1420هـ- 2000م	NA	NA	NA	NA	NA	NA
Shia_003564Vols	#0764.Safadi.WafiBiWafayat	NA	الصفدي	NOTGIVEN	764	NA	الوافي بالوفيات	NA	مصادر التاريخ	29	NA	NA	Shia_003564Vols	NA	http://shiaonlinelibrary.com/الكتب/3564_الوافي-بالوفيات-الصفدي-ج-1	NA	NA	NA	NA	أحمد الأرناؤوط وتركي مصطفى	NA	NA	NA	NA	1420 - 2000م	NA	NA	NA	NA	NA	NA
Shamela_0006677	#0764.Safadi.WafiBiWafayat	NA	صلاح الدين خليل بن أيبك بن عبد الله الصفدي (المتوفى: 764هـ)	NOTGIVEN	764	NA	الوافي بالوفيات	NA	التراجم والطبقات	29	NA	NA	Shamela_0006677	NA	http://shamela.ws/browse.php/book-6677	http://shamela.ws/index.php/book/6677	NA	NA	NA	أحمد الأرناؤوط وتركي مصطفى	NA	NA	دار إحياء التراث - بيروت	NA	1420هـ- 2000م	NA	NA	NA	NA	NA	NA
Shamela_0022771	#0748.Dhahabi.TarikhIslam	NA	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	NOTGIVEN	748	NA	تاريخ الإسلام ووفيات المشاهير والأعلام	NA	التاريخ	37	NA	NA	Shamela_0022771	NA	http://shamela.ws/browse.php/book-22771	http://shamela.ws/index.php/book/22771	NA	NA	NA	NA	NA	NA	المكتبة التوفيقية	NA	NA	NA	NA	NA	NA	NA	NA
Shia_003356Vols	#1067.HajjiKhalifa.KashfZunun	NA	حاجي خليفة	NOTGIVEN	1067	NA	كشف الظنون	NA	دليل المؤلفات	2	NA	NA	Shia_003356Vols	NA	http://shiaonlinelibrary.com/الكتب/3356_كشف-الظنون-حاجي-خليفة-ج-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shamela_0002118	#1067.HajjiKhalifa.KashfZunun	NA	مصطفى بن عبد الله كاتب جلبي القسطنطيني المشهور باسم حاجي خليفة أو الحاج خليفة (المتوفى: 1067هـ)	NOTGIVEN	1067	NA	كشف الظنون عن أسامي الكتب والفنون	NA	فهارس الكتب والأدلة	6 (1، 2كشف الظنون، و3، 4 إيضاح المكنون، و 5، 6 هداية العارفين)	NA	NA	Shamela_0002118	NA	http://shamela.ws/browse.php/book-2118	http://shamela.ws/index.php/book/2118	NA	NA	NA	NA	NA	NA	مكتبة المثنى - بغداد (وصورتها عدة دور لبنانية، بنفس ترقيم صفحاتها، مثل: دار إحياء التراث العربي، ودار العلوم الحديثة، ودار الكتب العلمية)	NA	1941م	NA	NA	NA	NA	NA	NA
Shamela_0010906	#0748.Dhahabi.SiyarAclamNubala	NA	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	NOTGIVEN	748	NA	سير أعلام النبلاء	NA	التراجم والطبقات	25 (23 ومجلدان فهارس)	NA	NA	Shamela_0010906	NA	http://shamela.ws/browse.php/book-10906	http://shamela.ws/index.php/book/10906	NA	NA	NA	مجموعة من المحققين بإشراف الشيخ شعيب الأرناؤوط	الثالثة، 1405 هـ / 1985 م	NA	مؤسسة الرسالة	NA	NA	NA	NA	NA	NA	NA	NA
JK_000468	#1067.HajjiKhalifa.KashfZunun	حاجي خليفة	مصطفى بن عبدالله القسطنطيني الرومي الحنفي	1017	1067	NA	كشف الظنون عن أسامي الكتب والفنون	NA	أسماء الكتب :: كتب التعريف بالكتب ( الببلوجرافيا ) :: معاجم وأسماء كتب	2	NA	كشف الظنون	JK_000468	NA	NA	NA	NA	NA	NA	NA	NA	NA	دار الكتب العلمية	بيروت	1413 - 1992	NA	NA	NA	NA	NA	NA
Shia_003283Vols	#0748.Dhahabi.SiyarAclamNubala	NA	الذهبي	NOTGIVEN	748	NA	سير أعلام النبلاء	NA	أهم مصادر رجال الحديث عند السنة	23	NA	NA	Shia_003283Vols	NA	http://shiaonlinelibrary.com/الكتب/3283_سير-أعلام-النبلاء-الذهبي-ج-1	NA	NA	NA	NA	إشراف وتخريج : شعيب الأرنؤوط / تحقيق : حسين الأسد	التاسعة	NA	NA	NA	1413 - 1993 م	NA	NA	NA	NA	NA	NA
JK_000151	#0748.Dhahabi.SiyarAclamNubala	الذهبي	محمد بن أحمد بن عثمان بن قايماز الذهبي أبو عبد الله	673	748	NA	سير أعلام النبلاء	NA	الطبقات والتراجم :: الطبقات والوفيات :: تراجم الفقهاء :: كتب التاريخ :: كتب الثقات	23	NA	سير أعلام النبلاء	JK_000151	NA	NA	NA	NA	NA	NA	شعيب الأرناؤوط , محمد نعيم العرقسوسي	التاسعة	NA	مؤسسة الرسالة	بيروت	1413	NA	NA	NA	NA	NA	NA
Shamela_0022669	#0748.Dhahabi.SiyarAclamNubala	NA	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	NOTGIVEN	748	NA	سير أعلام النبلاء	NA	التراجم والطبقات	18	NA	NA	Shamela_0022669	NA	http://shamela.ws/browse.php/book-22669	http://shamela.ws/index.php/book/22669	NA	NA	NA	NA	1427هـ-2006م	NA	دار الحديث- القاهرة	NA	NA	NA	NA	NA	NA	NA	NA
JK_000885	#0463.KhatibBaghdadi.TarikhBaghdad	الخطيب البغدادي	أحمد بن علي أبو بكر الخطيب البغدادي	393	463	NA	تاريخ بغداد	NA	تواريخ البلدان :: كتب البلدان :: كتب الحديث النبوي الشريف وتراجم الرواة	14	NA	تاريخ بغداد	JK_000885	NA	NA	NA	NA	NA	NA	NA	NA	NA	دار الكتب العلمية	بيروت	-	NA	NA	NA	NA	NA	NA
Shamela_0000736	#0463.KhatibBaghdadi.TarikhBaghdad	NA	أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى: 463هـ)	NOTGIVEN	463	NA	تاريخ بغداد	NA	التراجم والطبقات	16	NA	NA	Shamela_0000736	NA	http://shamela.ws/browse.php/book-736	http://shamela.ws/index.php/book/736	NA	NA	NA	الدكتور بشار عواد معروف	الأولى، 1422هـ - 2002 م	NA	دار الغرب الإسلامي - بيروت	NA	NA	NA	NA	NA	NA	NA	NA
Shia_003129Vols	#0463.KhatibBaghdadi.TarikhBaghdad	NA	الخطيب البغدادي	NOTGIVEN	463	NA	تاريخ بغداد	NA	أهم مصادر رجال الحديث عند السنة	14	NA	NA	Shia_003129Vols	NA	http://shiaonlinelibrary.com/الكتب/3129_تاريخ-بغداد-الخطيب-البغدادي-ج-1	NA	NA	NA	NA	دراسة وتحقيق : مصطفى عبد القادر عطا	الأولى	NA	NA	NA	1417 - 1997 م	NA	NA	NA	NA	NA	NA
Shia_003362Vols	#1339.IsmacilBashaBaghdadi.HadiyaCarifin	NA	إسماعيل باشا البغدادي	NOTGIVEN	1339	NA	هدية العارفين	NA	دليل المؤلفات	2	NA	NA	Shia_003362Vols	NA	http://shiaonlinelibrary.com/الكتب/3362_هدية-العارفين-إسماعيل-باشا-البغدادي-ج-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shamela_0003003	#1339.IsmacilBashaBaghdadi.HadiyaCarifin	NA	إسماعيل بن محمد أمين بن مير سليم الباباني البغدادي (المتوفى: 1399هـ)	NOTGIVEN	1399	NA	هدية العارفين أسماء المؤلفين وآثار المصنفين	NA	فهارس الكتب والأدلة	2	NA	NA	Shamela_0003003	NA	http://shamela.ws/browse.php/book-3003	http://shamela.ws/index.php/book/3003	NA	NA	NA	NA	NA	NA	طبع بعناية وكالة المعارف الجليلة في مطبعتها البهية استانبول 1951	NA	NA	NA	NA	NA	NA	NA	NA
JK_001418	#1339.IsmacilBashaBaghdadi.HadiyaCarifin	مصطفى بن عبدالله القسطنطيني الرومي الحنفي	إسماعيل باشا البغدادي	NOTGIVEN	1339	NA	هدية العارفين أسماء المؤلفين وآثار المصنفين	NA	كتب التعريف بالكتب ( الببلوجرافيا )	6	NA	هدية العارفين أسماء المؤلفين وآثار المصنفين	JK_001418	NA	NA	NA	NA	NA	NA	NA	NA	NA	دار الكتب العلمية	بيروت	1413 - 1992	NA	NA	NA	NA	NA	NA
Shamela_0012320	#0808.IbnKhaldun.Tarikh	NA	عبد الرحمن بن محمد بن محمد، ابن خلدون أبو زيد، ولي الدين الحضرمي الإشبيلي (المتوفى: 808هـ)	NOTGIVEN	808	NA	ديوان المبتدأ والخبر في تاريخ العرب والبربر ومن عاصرهم من ذوي الشأن الأكبر	NA	التاريخ	1	NA	NA	Shamela_0012320	NA	http://shamela.ws/browse.php/book-12320	http://shamela.ws/index.php/book/12320	NA	NA	NA	خليل شحادة	الثانية، 1408 هـ - 1988 م	NA	دار الفكر، بيروت	NA	NA	NA	NA	NA	NA	NA	NA
JK_005600	#0808.IbnKhaldun.Muqaddima	ابن خلدون	عبد الرحمن بن محمد بن خلدون الحضرمي	NOTGIVEN	808	NA	مقدمة ابن خلدون	NA	التاريخ العام :: التواريخ العامة :: كتب التاريخ	8	NA	تاريخ ابن خلدون	JK_005600	NA	NA	NA	NA	NA	NA	NA	الخامسة	NA	دار القلم	بيروت	1984	NA	NA	NA	NA	NA	NA
Shamela_0001584	#1341.CabdHayyTalibi.IclamBiMan	NA	عبد الحي بن فخر الدين بن عبد العلي الحسني الطالبي (المتوفى: 1341هـ)	NOTGIVEN	1341	NA	الإعلام بمن في تاريخ الهند من الأعلام المسمى بـ (نزهة الخواطر وبهجة المسامع والنواظر)	NA	التراجم والطبقات	8	NA	NA	Shamela_0001584	NA	http://shamela.ws/browse.php/book-1584	http://shamela.ws/index.php/book/1584	NA	NA	NA	NA	الأولى، 1420 هـ، 1999م	NA	دار ابن حزم - بيروت، لبنان	NA	NA	NA	NA	NA	NA	NA	NA
Shamela_0000851	#1339.IsmacilBashaBaghdadi.IdahMaknun	NA	إسماعيل بن محمد أمين بن مير سليم الباباني البغدادي (المتوفى: 1399هـ)	NOTGIVEN	1399	NA	إيضاح المكنون في الذيل على كشف الظنون	NA	فهارس الكتب والأدلة	NA	NA	NA	Shamela_0000851	NA	http://shamela.ws/browse.php/book-851	http://shamela.ws/index.php/book/851	NA	NA	NA	NA	NA	NA	دار إحياء التراث العربي، بيروت - لبنان	NA	NA	NA	NA	NA	NA	NA	NA
JK_000845	#1339.IsmacilBashaBaghdadi.IdahMaknun	إسماعيل باشا بن محمد أمين	إسماعيل باشا بن محمد أمين	NOTGIVEN	1339	NA	إيضاح المكنون في الذيل على كشف الظنون	NA	كتب التعريف بالكتب ( الببلوجرافيا )	2	NA	إيضاح المكنون في الذيل على كشف الظنون	JK_000845	NA	NA	NA	NA	NA	NA	NA	NA	NA	دار الكتب العلمية	بيروت	1413 - 1992	NA	NA	NA	NA	NA	NA
Shia_003360Vols	#1339.IsmacilBashaBaghdadi.IdahMaknun	NA	إسماعيل باشا البغدادي	NOTGIVEN	1339	NA	إيضاح المكنون	NA	دليل المؤلفات	2	NA	NA	Shia_003360Vols	NA	http://shiaonlinelibrary.com/الكتب/3360_إيضاح-المكنون-إسماعيل-باشا-البغدادي-ج-1	NA	NA	NA	NA	تصحيح : محمد شرف الدين يالتقايا ، رفعت بيلگه الكليسي	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shia_003430Vols	#0561.Samcani.Ansab	NA	السمعاني	NOTGIVEN	562	NA	الأنساب	NA	الأنساب ومعاجم مختلفة	5	NA	NA	Shia_003430Vols	NA	http://shiaonlinelibrary.com/الكتب/3430_الأنساب-السمعاني-ج-1	NA	NA	NA	NA	تقديم وتعليق : عبد الله عمر البارودي	الأولى	NA	NA	NA	1408 - 1988 م	NA	NA	NA	NA	NA	NA
JK_000952	#0561.Samcani.Ansab	السمعاني	أبي سعيد عبد الكريم بن محمد ابن منصور التميمي السمعاني	506هـ	562	NA	الأنساب	NA	الطبقات والتراجم :: كتب التراجم التاريخية	5	NA	الأنساب	JK_000952	NA	NA	NA	NA	NA	NA	عبد الله عمر البارودي	الأولى	NA	دار الفكر	بيروت	1998م	NA	NA	NA	NA	NA	NA
Shamela_0012317	#0561.Samcani.Ansab	NA	عبد الكريم بن محمد بن منصور التميمي السمعاني المروزي، أبو سعد (المتوفى: 562هـ)	NOTGIVEN	562	NA	الأنساب	NA	الأنساب	1	NA	NA	Shamela_0012317	NA	http://shamela.ws/browse.php/book-12317	http://shamela.ws/index.php/book/12317	NA	NA	NA	عبد الرحمن بن يحيى المعلمي اليماني وغيره	الأولى، 1382 هـ - 1962 م	NA	مجلس دائرة المعارف العثمانية، حيدر آباد	NA	NA	NA	NA	NA	NA	NA	NA
Shia_003607Vols	#0808.IbnKhaldun.Tarikh	NA	ابن خلدون	NOTGIVEN	808	NA	تاريخ ابن خلدون	NA	مصادر التاريخ	7	NA	NA	Shia_003607Vols	NA	http://shiaonlinelibrary.com/الكتب/3607_تاريخ-ابن-خلدون-ابن-خلدون-ج-1	NA	NA	NA	NA	NA	الرابعة	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shamela_0010283	#0733.Nuwayri.NihayaArab	NA	أحمد بن عبد الوهاب بن محمد بن عبد الدائم القرشي التيمي البكري، شهاب الدين النويري (المتوفى: 733هـ)	NOTGIVEN	733	NA	نهاية الأرب في فنون الأدب	NA	الأدب والبلاغة	33	NA	NA	Shamela_0010283	NA	http://shamela.ws/browse.php/book-10283	http://shamela.ws/index.php/book/10283	NA	NA	NA	NA	الأولى، 1423 هـ	NA	دار الكتب والوثائق القومية، القاهرة	NA	NA	NA	NA	NA	NA	NA	NA
JK_009238	#0733.Nuwayri.NihayaArab	النويري	شهاب الدين أحمد بن عبد الوهاب النويري	لا يوجد	733	NA	نهاية الأرب في فنون الأدب	NA	أخرى :: كتب الأدب	33×15	NA	نهاية الأرب في فنون الأدب	JK_009238	NA	NA	NA	NA	NA	NA	مفيد قمحية وجماعة	الأولى	NA	دار الكتب العلمية	بيروت / لبنان	1424هـ - 2004م	NA	NA	NA	NA	NA	NA
Shia_003241Vols	#0742.Mizzi.TahdhibKamal	NA	المزي	NOTGIVEN	742	NA	تهذيب الكمال	NA	أهم مصادر رجال الحديث عند السنة	35	NA	NA	Shia_003241Vols	NA	http://shiaonlinelibrary.com/الكتب/3241_تهذيب-الكمال-المزي-ج-1	NA	NA	NA	NA	تحقيق وضبط وتعليق : الدكتور بشار عواد معروف	الرابعة	NA	NA	NA	1406 - 1985 م	NA	NA	NA	NA	NA	NA
JK_010346	#0711.IbnManzurIfriqi.MukhtasarTarikhDimashq	ابن منظور	محمد بن مكرم بن منظور الأفريقي المصري (المتوفى : 711هـ)	NOTGIVEN	711	NA	مختصر تاريخ دمشق	NA	كتب التراجم التاريخية	NA	NA	مختصر تاريخ دمشق	JK_010346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shamela_0003118	#0711.IbnManzurIfriqi.MukhtasarTarikhDimashq	NA	محمد بن مكرم بن على، أبو الفضل، جمال الدين ابن منظور الانصاري الرويفعى الإفريقى (المتوفى: 711هـ)	NOTGIVEN	711	NA	مختصر تاريخ دمشق لابن عساكر	NA	التراجم والطبقات	29	NA	NA	Shamela_0003118	NA	http://shamela.ws/browse.php/book-3118	http://shamela.ws/index.php/book/3118	NA	NA	NA	روحية النحاس، رياض عبد الحميد مراد، محمد مطيع	الأولى، 1402 هـ - 1984م	NA	دار الفكر للطباعة والتوزيع والنشر، دمشق - سوريا	NA	NA	NA	NA	NA	NA	NA	NA
Shamela_0003722	#0742.Mizzi.TahdhibKamal	NA	يوسف بن عبد الرحمن بن يوسف، أبو الحجاج، جمال الدين ابن الزكي أبي محمد القضاعي الكلبي المزي (المتوفى: 742هـ)	NOTGIVEN	742	NA	تهذيب الكمال في أسماء الرجال	NA	التراجم والطبقات	35	NA	NA	Shamela_0003722	NA	http://shamela.ws/browse.php/book-3722	http://shamela.ws/index.php/book/3722	NA	NA	NA	د. بشار عواد معروف	الأولى، 1400 - 1980	NA	مؤسسة الرسالة - بيروت	NA	NA	NA	NA	NA	NA	NA	NA
JK_000144	#0742.Mizzi.TahdhibKamal	المزي	يوسف بن الزكي عبدالرحمن أبو الحجاج المزي	654	742	NA	تهذيب الكمال	NA	تراجم كتب مخصوصة :: رواة كتب مخصوصة :: كتب الحديث النبوي الشريف وتراجم الرواة	35	NA	تهذيب الكمال	JK_000144	NA	NA	NA	NA	NA	NA	د. بشار عواد معروف	الأولى	NA	مؤسسة الرسالة	بيروت	1400 - 1980	NA	NA	NA	NA	NA	NA
Shamela_0012398	#1089.IbnCimad.Shadharat	NA	عبد الحي بن أحمد بن محمد ابن العماد العكري الحنبلي، أبو الفلاح (المتوفى: 1089هـ)	NOTGIVEN	1089	NA	شذرات الذهب في أخبار من ذهب	NA	التاريخ	11	NA	NA	Shamela_0012398	NA	http://shamela.ws/browse.php/book-12398	http://shamela.ws/index.php/book/12398	NA	NA	NA	محمود الأرناؤوط	الأولى، 1406 هـ - 1986 م	NA	دار ابن كثير، دمشق - بيروت	NA	NA	NA	NA	NA	NA	NA	NA
JK_001495	#1089.IbnCimad.Shadharat	ابن العماد الحنبلي	عبد الحي بن أحمد بن محمد العكري الحنبلي	1032هـ	1089	NA	شذرات الذهب في أخبار من ذهب	NA	التاريخ العام :: التواريخ العامة :: كتب التاريخ	8*4	NA	شذرات الذهب	JK_001495	NA	NA	NA	NA	NA	NA	عبد القادر الأرنؤوط، محمود الأرناؤوط	ط1	NA	دار بن كثير	دمشق	1406هـ	NA	NA	NA	NA	NA	NA
Shamela_0000131	#0764.Safadi.AcyanCasr	NA	صلاح الدين خليل بن أيبك الصفدي (المتوفى: 764هـ)	NOTGIVEN	764	NA	أعيان العصر وأعوان النصر	NA	التراجم والطبقات	5	NA	NA	Shamela_0000131	NA	http://shamela.ws/browse.php/book-131	http://shamela.ws/index.php/book/131	NA	NA	NA	الدكتور علي أبو زيد، الدكتور نبيل أبو عشمة، الدكتور محمد موعد، الدكتور محمود سالم محمد	الأولى، 1418 هـ - 1998 م	NA	دار الفكر المعاصر، بيروت - لبنان، دار الفكر، دمشق - سوريا	NA	NA	NA	NA	NA	NA	NA	NA
Shamela_0011988	#0874.IbnTaghribirdi.NujumZahira	NA	يوسف بن تغري بردي بن عبد الله الظاهري الحنفي، أبو المحاسن، جمال الدين (المتوفى: 874هـ)	NOTGIVEN	874	NA	النجوم الزاهرة في ملوك مصر والقاهرة	NA	التاريخ	16	NA	NA	Shamela_0011988	NA	http://shamela.ws/browse.php/book-11988	http://shamela.ws/index.php/book/11988	NA	NA	NA	NA	NA	NA	وزارة الثقافة والإرشاد القومي، دار الكتب، مصر	NA	NA	NA	NA	NA	NA	NA	NA
JK_001330	#0874.IbnTaghribirdi.NujumZahira	بن تغري بردى الأتابكي	جمال الدين أبي المحاسن يوسف بن تغري بردى الأتابكي	813هـ	874	NA	النجوم الزاهرة في ملوك مصر والقاهرة	NA	تواريخ البلدان :: تواريخ البلدان والعوائل :: كتب التاريخ	16	NA	النجوم الزاهرة	JK_001330	NA	NA	NA	NA	NA	NA	NA	NA	NA	وزارة الثقافة والإرشاد القومي	مصر	NA	NA	NA	NA	NA	NA	NA
Shamela_0036515	#0762.MughaltayIbnQalij.IkmalTahdhib	NA	مغلطاي بن قليج بن عبد الله البكجري المصري الحكري الحنفي، أبو عبد الله، علاء الدين (المتوفى: 762هـ)	NOTGIVEN	762	NA	إكمال تهذيب الكمال في أسماء الرجال	NA	التراجم والطبقات	12	NA	NA	Shamela_0036515	NA	http://shamela.ws/browse.php/book-36515	http://shamela.ws/index.php/book/36515	NA	NA	NA	أبو عبد الرحمن عادل بن محمد - أبو محمد أسامة بن إبراهيم	الأولى، 1422 هـ‍‍ - 2001 م	NA	الفاروق الحديثة للطباعة والنشر	NA	NA	NA	NA	NA	NA	NA	NA
Shamela_0005812	#0842.IbnNasirDinDimashqi.TawdihMushtabih	NA	محمد بن عبد الله (أبي بكر) بن محمد ابن أحمد بن مجاهد القيسي الدمشقي الشافعي، شمس الدين، الشهير بابن ناصر الدين (المتوفى: 842هـ)	NOTGIVEN	842	NA	توضيح المشتبه في ضبط أسماء الرواة وأنسابهم وألقابهم وكناهم	NA	التراجم والطبقات	10	NA	NA	Shamela_0005812	NA	http://shamela.ws/browse.php/book-5812	http://shamela.ws/index.php/book/5812	NA	NA	NA	محمد نعيم العرقسوسي	الأولى، 1993م	NA	مؤسسة الرسالة - بيروت	NA	NA	NA	NA	NA	NA	NA	NA
JK_007097	#0842.IbnNasirDinDimashqi.TawdihMushtabih	ابن ناصر الدين الدمشقي	ابن ناصر الدين شمس الدين محمد بن عبد الله بن محمد القيسي الدمشقي	NOTGIVEN	842	NA	توضيح المشتبه في ضبط أسماء الرواة وأنسابهم وألقابهم وكناهم	NA	التراجم العامة :: كتب التراجم العامة :: كتب الحديث النبوي الشريف وتراجم الرواة	10	NA	توضيح المشتبه	JK_007097	NA	NA	NA	NA	NA	NA	محمد نعيم العرقسوسي	الأولى	NA	مؤسسة الرسالة	بيروت	1993م	NA	NA	NA	NA	NA	NA
Shamela_0001000	#0681.IbnKhallikan.WafayatAcyan	NA	أبو العباس شمس الدين أحمد بن محمد بن إبراهيم بن أبي بكر ابن خلكان البرمكي الإربلي (المتوفى: 681هـ)	NOTGIVEN	681	NA	وفيات الأعيان وأنباء أبناء الزمان	NA	التراجم والطبقات	7	NA	NA	Shamela_0001000	NA	http://shamela.ws/browse.php/book-1000	http://shamela.ws/index.php/book/1000	NA	NA	NA	إحسان عباس	NA	NA	دار صادر - بيروت	NA	1 - الطبعة: 0، 1900 :: 2 - الطبعة: 0، 1900 :: 3 - الطبعة: 0، 1900 :: 4 - الطبعة: 1، 1971 :: 5 - الطبعة: 1، 1994 :: 6 - الطبعة: 0، 1900 :: 7 - الطبعة: 1، 1994	NA	NA	NA	NA	NA	NA
JK_001318	#0681.IbnKhallikan.WafayatAcyan	ابن خلكان	أبو العباس شمس الدين أحمد بن محمد بن أبي بكر بن خلكان	608هـ	681	NA	وفيات الأعيان و انباء أبناء الزمان	NA	الطبقات والتراجم :: الطبقات والوفيات :: كتب التاريخ	8	NA	وفيات الأعيان وأنباء أبناء الزمان	JK_001318	NA	NA	NA	NA	NA	NA	احسان عباس	NA	NA	دار الثقافة	لبنان	NA	NA	NA	NA	NA	NA	NA
